Table:CsvBattle,,,,,,,,,,,,,,,,,,,,
tid,name:s,diff_num,physic_power,times_limit,map1:s,map2:s,map3:s,item_award_show:a,boss_face_tid,body_dire,desc:s,hero_exp1,hero_exp2,hero_exp3,drop_group1,drop_group2,drop_group3,prob_group1,prob_group2,prob_group3
11305,藏尸者的礼物,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42011,11074",31,118,现在，他把你给的材料缝合在一起，赐予了生命，将其变成了一个可怕的造物，而且它就要到镇子里来了！,450,480,530,113051,113052,113053,,,
11306,犹根农场,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,我曾看见一名孤独的狼人徘徊在约根农场，在建筑之间挖起一堆土来……你能不能去查看一下那个土堆，看他有没有留下什么东西？,450,480,530,113061,113062,113063,,,
11307,沃古尔食人魔山,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,几个星期前，我离开家去远处采草药，有一群食人魔袭击了我！我落荒而逃的时候丢了一箱工具和草药。,450,480,530,113071,113072,113073,,,
11308,腐草农场,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,这是一片悲惨的土地，有着暴力和绝望的历史。许多死人拖着肉体游荡，而有些则仅仅是迷失的灵魂，迷茫地徘徊。,450,480,530,113081,113082,113083,,,
11309,乌鸦岭,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42012,11075",,118,你如果真的关心夜色森林的安危，就去查一查，看看是什么样的怪物在乌鸦岭出没。,460,490,540,113091,113092,113093,,,
11310,饱经风霜墓碑,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42013,2026",125,118,这座饱经风霜的墓碑上仅仅写着几个字：摩根·拉迪莫尔。,460,490,540,113101,113102,113103,,,
11401,卡加斯,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,卡加斯是一个小而功能健全的部落基地，是兽人和他们的盟友们在这附近探险时重整和补给的地方。,460,490,540,114011,114012,114013,,,
11402,雾气平原,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,哦，当然，烧烤秃鹰翅膀是我的最爱！酱汁浓郁，肉香扑鼻。,470,500,550,114021,114022,114023,,,
11403,火山洞穴,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,拉比克火山洞穴是位于荒芜之地西南方的一个大型食人魔营地。火烟食人魔与这里其他的种族基本没有交流。,470,500,550,114031,114032,114033,,,
11404,柯什营地,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,那些柯什营地里的食人魔像兀鹫看见了腐烂的尸体一样疯狂地掠夺我们扔掉的物资。,470,500,550,114041,114042,114043,,,
11405,苦痛堡垒,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42011,11081",68,118,拉格纳罗斯派因弗努斯大使到苦痛堡垒，去监督暗炉矮人在造物者遗迹挖掘神器的工作。,480,510,560,114051,114052,114053,,,
11406,铁环挖掘场,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,铁环挖掘场最近的进度非常缓慢，去那里问问怎么了。,480,510,560,114061,114062,114063,,,
11407,阿戈莫德营地,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,勘察员阿戈莫德曾是荒芜之地的挖掘场负责人，就是西南边的那座挖掘场。,480,510,560,114071,114072,114073,,,
11408,漫尘盆地,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,首先，我需要些小石头碎块，来检验我最新的攻击性咒语和小发明。,480,510,560,114081,114082,114083,,,
11409,莱瑟罗峡谷,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42012,11082",,118,一些未成年的黑龙占据着这片位于荒芜之地东部的荒凉峡谷。,490,520,570,114091,114092,114093,,,
11410,大地的震颤,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42013,2130",159,118,显然，我们不能保证黑龙布莱克拉什和赫玛图斯仍能被囚禁在莱瑟罗峡谷里。,490,520,570,114101,114102,114103,,,
11501,奈辛瓦里营地,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,有一群猎人在风险投资公司营地所在的纳菲瑞提湖的上游建立了一片营地。,490,520,570,115011,115012,115013,,,
11502,猎龙,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,到丛林里去杀几只荆棘谷迅猛龙，这样一来我们就知道你是不是所谓的王牌猎人了。,500,530,580,115021,115022,115023,,,
11503,猎虎,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,一般来说，你会发现虎崽是非常容易追踪和猎杀的。让我们来测试一下你的追踪技巧。,500,530,580,115031,115032,115033,,,
11504,猎豹,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,如果你也想加入这个最强狩猎队，就必须先证明自己是一个能干的猎豹高手。,500,530,580,115041,115042,115043,,,
11505,虎王邦加拉什,3,6,10,JingJiGu,JingJiGu,JingJiGu,"107,108,42011,11083",70,118,这只白虎正是我来这里的原因。如果你能杀死虎王邦加拉什，那么你无疑是这里最优秀的猎人。,510,540,590,115051,115052,115053,,,
11506,祖玛维废墟,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,他们看起来致力于修复古老的废墟并且改造结构以适于他们日益增长的人口。,510,540,590,115061,115062,115063,,,
11507,水晶矿洞,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,荆棘谷中的蜥蜴都有吞食这种水晶的习性，这可以使它们的皮肤变得更硬。因此，我们可以从它们身上收获到一些高品质的水晶。,510,540,590,115071,115072,115073,,,
11508,纳克迈尼圣泉,3,6,99,JingJiGu,JingJiGu,JingJiGu,"107,108,",,118,西边的纳迦掌着一座祭坛，那里面产这儿唯一的净水。,510,540,590,115081,115082,115083,,,
11509,血帆海岸,3,6,10,JingJiGu,JingJiGu,JingJiGu,"107,108,42012,11084",,118,我们的船就停泊在藏宝海湾，而我们的死对头——那些该死的肮脏的血帆海盗——正在整个荆棘谷南部胡作非为。,520,550,600,115091,115092,115093,,,
11510,瓶中信,3,6,10,JingJiGu,JingJiGu,JingJiGu,"107,108,42013,2030",10,118,拜托，我迫切地需要帮助。一只巨兽将我囚禁在了南海的一座岛屿上。,520,550,600,115101,115102,115103,,,
11601,热影废墟,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,如果你想帮助我们的话，就去解决那些该死的游牧民吧！,520,550,600,116011,116012,116013,,,
11602,热砂港,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,最近，那些海盗似乎忘记了热砂港给他们的保护费。所以我希望你可以代表我去给他们洗洗脑子。,530,560,610,116021,116022,116023,,,
11603,东月废墟,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,现在我们需要你去对付那些更强大的废土游牧民。到现在为止你都表现得相当出色。,530,560,610,116031,116032,116033,,,
11604,深沙平原,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,你现在得去一趟沙漠沙漠，在那里对当地的蜥蜴、蝎子和土狼进行一些组织测试。,530,560,610,116041,116042,116043,,,
11605,流沙岗哨,3,6,10,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,42014,11085",,118,那个水池旁边有些巨魔在看守着，小心点。,540,570,620,116051,116052,116053,,,
11606,腐化之巢,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,它们正使得原本是腐化之巢所在区域的水池变得干涸，其它方面我们一无所知。,540,570,620,116061,116062,116063,,,
11607,守卫之谷,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,没有什么能比帮我带回一些废土水袋来更能令我这个老家伙开心的了。那可都是我们的水——就是那些混蛋把它们偷走了！,540,570,620,116071,116072,116073,,,
11608,砂槌营地,3,6,99,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,",,118,你必须去消灭砂槌食人魔！我们不能让这些家伙的势力壮大起来。,540,570,620,116081,116082,116083,,,
11609,南月废墟,3,6,10,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,42011,11086",,118,说实话，他们都很棘手。但是请你一定要帮忙，我们要取回属于自己的东西！,550,580,630,116091,116092,116093,,,
11610,大裂口,3,6,10,TaNaLiSi,TaNaLiSi,TaNaLiSi,"107,108,42012,2115",171,118,谢申克失踪了，而他最后一份报告中显示大裂口到处都充斥着那些怪异的虫子。,550,580,630,116101,116102,116103,,,
11701,塞拉摩,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,塞拉摩是联盟在卡利姆多的重要中心之一。这座白石砌成的美丽城市，与曾经辉煌的洛丹伦有许多相似之处。,550,580,630,117011,117012,117013,,,
11702,水光庄园,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,如果你朝西北走，沿着塞拉摩外的大路，就能在道路转向西边之前在女巫岭地区找到水光庄园。,560,590,640,117021,117022,117023,,,
11703,奥卡兹岛,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,这座曾经作为人类定居点的小岛已被纳迦占领，他们似乎在岛上守卫着什么。,560,590,640,117031,117032,117033,,,
11704,黑雾洞穴,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,黑雾蜘蛛就在西边的黑雾洞穴里活动。你说这些蜘蛛的名字是来自这个洞的名字呢，还是有别的什么说法？,560,590,640,117041,117042,117043,,,
11705,蕨墙村,3,6,10,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,42013,11087",212,118,蕨墙村是部落在尘泥唯一的据点，也是石槌食人魔的老窝，这些食人魔曾有属于自己的村庄，但被黑龙们夺走了。,570,600,650,117051,117052,117053,,,
11706,石槌废墟,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,石槌废墟原是一个食人魔村庄，被火鬃龙人攻破。现在他们依然在冒烟的废墟上游荡不去，帮助黑龙抚养着一些小龙。,570,600,650,117061,117062,117063,,,
11707,巨龙沼泽,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,奥妮克希亚隐藏在自己的巢穴中，照顾着孩子们。和其他黑龙不同的是，她似乎非常挂念孩子们的安危。,570,600,650,117071,117072,117073,,,
11708,泥链镇,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,热砂集团在沼泽南部新建的哨站处境不是太好。给泥链镇运送补给的飞艇坠毁了，使他们陷入了没有重要工具、食物和药品支持的窘迫处境。,570,600,650,117081,117082,117083,,,
11709,塔贝萨的小屋,3,6,10,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,42014,11088",,118,有一位老巫女塔贝萨居住在沼泽的深处。我们对她的了解也不多，只是她会偶尔出现在这里。,580,610,660,117091,117092,117093,,,
11710,鲜血沼泽洞穴,3,6,10,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,42011,2005",157,118,大群迅猛龙盘踞在那片区域，它们的首领“贪婪的血爪”既残忍又狡猾，至少有两名热砂港工程师惨死于这只野兽的利爪之下。,580,610,660,117101,117102,117103,,,
11801,拉纳加尔岛,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,一个纳迦部落把那里当成了他们的家，他们管那地方叫什么来着……滑刺……不，是滑刃部族！我想我们可以去那里碰碰运气。,580,610,660,118011,118012,118013,,,
11802,尼耶尔前哨站,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,尼耶尔前哨站是凄凉唯一的联盟营地，由本迪加斯上尉领导的联盟军队驻守。,590,620,670,118021,118022,118023,,,
11803,雷斧堡垒,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,雷斧堡垒是这里火刃氏族最偏僻的藏身处，这里的术士练习着黑暗的魔法但似乎有节制的召唤恶魔。,590,620,670,118031,118032,118033,,,
11804,萨格隆,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,这座暗夜精灵废墟被萨特占领了， 它们来此的目的仍不清楚， 我推测这些萨特从属于燃烧军团。,590,620,670,118041,118042,118043,,,
11805,考米克小屋,3,6,10,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,42013,11095",,118,对科卡尔的战争让我的人民饱受其苦，余下来的这点人不知温饱。给我的人带点吃的来，然后咱们再来谈谈恶魔的事情。,600,630,680,118051,118052,118053,,,
11806,玛格拉姆领地,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,如果你准备和吉尔吉斯结盟，那么就去攻击他们最憎恨的对手——玛格拉姆部族。,600,630,680,118061,118062,118063,,,
11807,白骨之谷,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,许多人都相信白骨之谷被诅咒了，因此许多半人马氏族都避开此地，山谷的地表上散落着据说是上古之神的白骨。,600,630,680,118071,118072,118073,,,
11808,玛诺洛克集合所,3,6,99,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,",,118,从噬法魔犬，法师猎手或者灵能猎犬那里收集大脑；从地狱魔女、地狱巫女或地狱修女那里收集魔女之翼。,600,630,680,118081,118082,118083,,,
11809,吉尔吉斯村,3,6,10,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,42014,11096",,118,如果你准备和玛格拉姆部族结盟，那么就去杀掉他们的敌人——吉尔吉斯部族的半人马，这会使你在玛格拉姆部族中赢得尊重。,610,640,690,118091,118092,118093,,,
11810,长矛谷,3,6,10,QiLiangZhiDi,QiLiangZhiDi,QiLiangZhiDi,"107,108,42012,2124",199,118,虽然我被当作异教徒流放了，但我的信仰还是一如既往——它将永远激励我前进。为了完成我的使命，我不得不借助外来者的力量。,610,640,690,118101,118102,118103,,,
11901,枯木村,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,现在，让我们从南边的枯木巨魔开始吧。去杀掉他们，让他们血流成河！,610,640,690,119011,119012,119013,,,
11902,达比雷农场,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,那些被偷的东西我已经不在乎了。我要的是他们的命！把他们给我杀了！,620,650,700,119021,119022,119023,,,
11903,法迪尔海湾,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,前一秒钟我们还漂浮在海上，转眼间就又被海浪吞没。而那些该死的纳迦还杀死了所有的幸存者！,620,650,700,119031,119032,119033,,,
11904,外禁锢法阵,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,这些石头都有守护者在看守，但是如果你足够聪明或者足够幸运的话，就能找到消灭这些守卫的办法。,620,650,700,119041,119042,119043,,,
11905,激流堡,3,6,10,ALaXi,ALaXi,ALaXi,"107,108,42013,11097",11,118,加林王子的保卫措施非常严密，他本人也是一名强大的勇士，所以这次你的任务会是非常艰巨的。,630,660,710,119051,119052,119053,,,
11906,石拳大厅,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,石拳部族的食人魔就住在那里，去搞定了那里的食人魔和执行者。,630,660,710,119061,119062,119063,,,
11907,东禁锢法阵,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,这些石头都有守护者在看守，但是如果你足够聪明或者足够幸运的话，就能找到消灭这些守卫的办法。,630,660,710,119071,119072,119073,,,
11908,枯须峡谷,3,6,99,ALaXi,ALaXi,ALaXi,"107,108,",,118,枯须狗头人，就在东边的枯须峡谷里活动，那里有一块类似水晶碎块。,630,660,710,119081,119082,119083,,,
11909,内禁锢法阵,3,6,10,ALaXi,ALaXi,ALaXi,"107,108,42014,11098",,118,这些石头都有守护者在看守，但是如果你足够聪明或者足够幸运的话，就能找到消灭这些守卫的办法。,640,670,720,119091,119092,119093,,,
11910,西禁锢法阵,3,6,10,ALaXi,ALaXi,ALaXi,"107,108,42015,2017",203,118,密斯莱尔可不是什么无辜的公主。她是可怕的敌人，巨人把她关在这里是有道理的。,640,670,720,119101,119102,119103,,,
12001,农田避难所,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,德莱尼人，一个与兽人有着共同家园的种族，在黑暗之门毁掉他们的世界时，逃到了这个几乎没人愿意呆的地方定居。,640,670,720,120011,120012,120013,,,
12002,忧伤湿地,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,这一带的野兽太多了。拜托，不要让那群野兽侵入我们的营地！,650,680,730,120021,120022,120023,,,
12003,避难营,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,帮我找一些梦境粉尘吧，你可以在悲伤的幼龙和龙族的身上找到梦境粉尘。我很喜欢在鼻烟袋里放一点梦境粉尘！,650,680,730,120031,120032,120033,,,
12004,迷雾谷,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,它们居住在山谷里，随风而动，随心召唤着阵阵微风。,650,680,730,120041,120042,120043,,,
12005,流沙泥潭,3,6,10,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,42011,11099",,118,也许你看见过这一片的绿色龙人，他们可不是好惹的。,660,690,740,120051,120052,120053,,,
12006,奥斯之穴,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,快一点吧，朋友，我们要共同努力来拯救一个值得拯救的灵魂。,660,690,740,120061,120062,120063,,,
12007,雄鹿沼泽,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,你也许在雄鹿沼泽看见过一些带翅膀的蛇，它们是风蛇，已经很久没有在这里出现过了。,660,690,740,120071,120072,120073,,,
12008,断矛路口,3,6,99,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,",,118,鳄鱼的每个部位我都能卖，只要你能想得到。,660,690,740,120081,120082,120083,,,
12009,斯通纳德,3,6,10,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,42013,11100",,118,斯通纳德是部落在艾泽拉斯的第一个据点，也是部落在东部王国南方最大的据点。,670,700,750,120091,120092,120093,,,
12010,泪水之池,3,6,10,ChenNiZhaoZe,ChenNiZhaoZe,ChenNiZhaoZe,"107,108,42015,2120",194,118,赫格拉姆非常看重一头猎物，吃食人魔的暮牙，迷雾谷最强大的黑豹。他永远不会允许自己轻易放过那头野兽。,670,700,750,120101,120102,120103,,,
12101,奎尔丹尼小屋,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,他告诉我，在萨拉斯语、即精灵语中，奎尔丹尼的意思是“高峰”。,670,700,750,121011,121012,121013,,,
12102,鹰巢山,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,鹰巢山活象一只巨大的狮鹫脑袋，眼睛和鼻孔打通作为和外界的通路。,680,710,760,121021,121022,121023,,,
12103,爬虫废墟,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,充斥在东边爬虫废墟的蜘蛛一无是处。很显然它们同蜘蛛之神有一定的血缘关系，但这并不能改变它们的麻烦比用处大这一事实。,680,710,760,121031,121032,121033,,,
12104,沙德拉洛,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,你将先我们一步前往西南边的沙德拉洛。你要在三座神殿里使用塑像。,680,710,760,121041,121042,121043,,,
12105,祖尔祭坛,3,6,10,XinTeLan,XinTeLan,XinTeLan,"107,108,42012,11101",,118,到邪枝巨魔控制地区的西部边缘去，在那里的祖尔祭坛上找一找吧。,690,720,770,121051,121052,121053,,,
12106,瓦罗温湖,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,干掉你看到的每只野蛮的枭兽，朋友。当你把它们杀得血流成河的时候就回到我这里来。,690,720,770,121061,121062,121063,,,
12107,隐匿石,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,问题是，那里到处都是吃矮人的泥浆怪和软泥怪。巨魔就比那些东西恶心一点点，但它们对我们来说还是一个麻烦。,690,720,770,121071,121072,121073,,,
12108,亚戈瓦萨,3,6,99,XinTeLan,XinTeLan,XinTeLan,"107,108,",,118,这是枯木巨魔的老巢。虽然我暂时在这里游荡杀掉卑鄙的巨魔，但没有一支足够大的军队是不可能把他们从这里彻底清理掉的。,690,720,770,121081,121082,121083,,,
12109,望海崖,3,6,10,XinTeLan,XinTeLan,XinTeLan,"107,108,42013,11098",,118,哟！外头有只与众不同的乌龟。她叫加莫里塔，海水钳嘴龟的头儿。,700,730,780,121091,121092,121093,,,
12110,辛萨罗,3,6,10,XinTeLan,XinTeLan,XinTeLan,"107,108,42015,2015",201,118,邪枝巨魔把这里当成家。还有几个小型的巨魔据点散布在辛特兰中。,700,730,780,121101,121102,121103,,,
12201,峡谷,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,让我看看我的日程安排，第一件事情是……杀死峡谷中的重型作战傀儡。,700,730,780,122011,122012,122013,,,
12202,石坝小径,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,洛克莫丹的巨石水坝的创造者，师匠级的天才弗兰克罗恩·铸铁设计了这个位于峡谷北部的古老建筑。,710,740,790,122021,122022,122023,,,
12203,尘火谷,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,熔岩蜘蛛太吓人了。它们是超大型的蜘蛛。还住在熔岩里。,710,740,790,122031,122032,122033,,,
12204,煤渣挖掘场,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑铁矮人将他们的奴隶囚禁在这里，监督他们不要偷懒。,710,740,790,122041,122042,122043,,,
12205,大熔炉,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42012",,118,大熔炉是一个巨大的挖掘点，黑铁矮人和他们的奴隶在洞里挥动铁铲，不停工作着。,720,750,800,122051,122052,122053,,,
12206,灰烬之海,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山脉深处的岩浆透过脆弱的大地喷涌而出，在灰烬之海上形成了壮观的红色瀑布。,720,750,800,122061,122062,122063,,,
12207,黑炭谷,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,巨型熔岩蜘蛛在这儿引起了一些麻烦，嗯，无论如何，这些蜘蛛让孩子们感到不安。,720,750,800,122071,122072,122073,,,
12208,观火岭,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,有效抗毒的关键总是来源于毒液本身。从附近的晶网蜘蛛着手应该是个不错的开始。,720,750,800,122081,122082,122083,,,
12209,瑟银哨塔,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42013",,118,我跟瑟银兄弟会的矮人谈过几次，没人比他们更加乐于助人了。,730,760,810,122091,122092,122093,,,
12210,苏塔拉祭坛,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42021,2113",76,118,苏塔拉祭坛是关键。到这里的北边去，在洞穴上面的山顶。,730,760,810,122101,122102,122103,,,
12301,亚考兰神殿,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,有一个名叫亚考罗克的低阶神祗居住在艾萨拉，你必须找到他，但是如果他发现了你，那么他的爪牙就会不顾一切地想要杀死你。,730,760,810,123011,123012,123013,,,
12302,埃达拉之塔,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,埃达拉之塔位于漆黑山脊的东部，是卡多雷的上古遗迹之一。,740,770,820,123021,123022,123023,,,
12303,鳞须海龟洞穴,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,鳞须海龟在这里进进出出，它们对人类持友好态度。,740,770,820,123031,123032,123033,,,
12304,雷加什营地,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,萨特是暗夜精灵畸形和邪恶的一面，现在他们正在玷污这片半神曾经眷顾过的神圣之地。,740,770,820,123041,123042,123043,,,
12305,木喉要塞,3,6,10,AiSaLa,AiSaLa,AiSaLa,"107,108,42012",,118,木喉部族中的熊怪们饱经风霜雪雨，至今它们仍无助地守望着这片它们曾经深爱着的森林渐渐地被扭曲、腐化、溃烂。,750,780,830,123051,123052,123053,,,
12306,埃达拉斯废墟,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,埃达拉斯曾是暗夜精灵最美的城市之一。然而现在，它已化为断壁残垣。,750,780,830,123061,123062,123063,,,
12307,凄凉山,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,这片从艾萨拉东延伸到东南的广大地区控制在蓝龙手中。它们在这里的存在很不寻常，虽然有数百名龙人，但是跟它们在一起的只有一头龙。,750,780,830,123071,123072,123073,,,
12308,门纳尔湖,3,6,99,AiSaLa,AiSaLa,AiSaLa,"107,108,",,118,在东边门纳尔湖附近，遗迹有着自己的故事。,750,780,830,123081,123082,123083,,,
12309,废墟海岸,3,6,10,AiSaLa,AiSaLa,AiSaLa,"107,108,42013",,118,风暴海湾正如其名，电闪雷鸣和潮汐巨浪经久不息地冲击着海边的遗迹，凶险异常。,760,790,840,123091,123092,123093,,,
12310,拉文凯斯雕像,3,6,10,AiSaLa,AiSaLa,AiSaLa,"107,108,42021,2024",,118,雕像的近况很不好，只剩下腿部依然站立，其余部分早已化为历史的尘埃。,760,790,840,123101,123102,123103,,,
12401,鸦风废墟,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,那天我在森林里，刚刚经过一场恶战的我正在擦拭我的剑刃，就在此时我遭到了埋伏。鹰身人包围了我，我勉强才逃出生天。,760,790,840,124011,124012,124013,,,
12402,羽月要塞,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,这个处于珊蒂斯·羽月的管理之下的要塞是菲拉斯唯一的联盟领地。,770,800,850,124021,124022,124023,,,
12403,恐怖之岛,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,憎世纳迦的进攻很猛烈！他们的首领是优先目标，但我们需要尽量多杀掉一些。,770,800,850,124031,124032,124033,,,
12404,深痕谷,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,在最近寻找高质量材料的时候，我发现了厚重的雪人皮。雪人就土生土长在菲拉斯。,770,800,850,124041,124042,124043,,,
12405,高原荒野,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42012",216,118,高原荒野上坐落着无数的远古废墟。在那里，暗夜精灵的祖先们触犯了奥术魔法的禁忌。,780,810,860,124051,124052,124053,,,
12406,双塔山,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,这两座平顶山是菲拉斯的最高点。暗夜精灵搭档在这里臭名昭著。,780,810,860,124061,124062,124063,,,
12407,伊斯迪尔废墟,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,他们数量剧增，威胁到了营地，一定要铲除那些突击队员，他们是最强壮的豺狼人。,780,810,860,124071,124072,124073,,,
